name,zero_shot,zero_shot_rag,real,question,path
premenstrual dysphoric disorder,D,D,E,"A 34-year-old woman reports to her physician symptoms of mood swings, irritability, and difficulty concentrating that occur regularly in the days leading up to her menstrual period. She has been tracking her symptoms daily for two months, but the pattern is inconsistent, and her symptoms may be exacerbations of an underlying anxiety disorder. What is the MOST appropriate next step in managing this patient?","Patient with Premenstrual Dysphoric Disorder -> Cyclic occurrence of symptoms or signs beginning near or after ovulation and resolving soon after onset of menses -> Complete history of symptoms, medical history, psychological history. Physical examination. Laboratory studies as indicated -> No abnormality disclosed -> Review daily symptom chart or diagnostic form for PMDD for at least 2 cycles -> Relation of symptoms to menses inconsistent. Symptoms may represent exacerbation of another problem -> Refer for other medical or psychiatric investigation and treatment as indicated"
premenstrual dysphoric disorder,E(Note: Selective serotonin reuptake inhibitors (SSRIs),A---The context suggests that initial interventions for managing premenstrual dys,E,"A 30-year-old woman reports experiencing significant mood swings, irritability, and anxiety during the week before her menstrual period, which resolve shortly after menstruation begins. She has been tracking her symptoms for two cycles, and her symptom scores during the luteal phase show a marked change from scores in the follicular phase. What is the MOST appropriate next step in managing this patient's condition?","Patient with Premenstrual Dysphoric Disorder -> Cyclic occurrence of symptoms or signs beginning near or after ovulation and resolving soon after onset of menses -> Complete history of symptoms, medical history, psychological history. Physical examination. Laboratory studies as indicated -> Diagnose specific abnormality or associated medical or psychiatric disorder -> Treat or refer as indicated"
diffuse muscle pain and stiffness polymyalgia rheumatica and gaint cell arteritis,E,"EThe patient's symptoms, including abrupt onset of shoulder and hip pain with",E,"A 68-year-old woman presents with diffuse muscle pain and stiffness, predominantly in her shoulders and hips, which started abruptly a month ago. She reports morning stiffness lasting over an hour and has also experienced recent headaches and jaw pain when chewing. Physical examination reveals tenderness in the shoulder and hip areas, and decreased range of motion. Which of the following is the MOST appropriate next step in managing this patient?","Patient with DIFFUSE MUSCLE PAIN AND STIFFNESS -> History, Physical examination, Laboratory tests -> Prominent weakness or elevated CK, AST, ALT? -> Go to next node -> GCA symptoms or signs? -> Treat for GCA, Biopsy temporal artery"
diffuse muscle pain and stiffness polymyalgia rheumatica and gaint cell arteritis,E,EThe patient presents with symptoms consistent with polymyalgia rheumatica (,E,"A 68-year-old female presents with new onset of diffuse muscle pain and stiffness, particularly in her shoulders and hips, accompanied by morning stiffness lasting over an hour. She also reports a recent onset of headache and visual blurring. Which of the following is the MOST appropriate next step in management?","Patient with DIFFUSE MUSCLE PAIN AND STIFFNESS -> History, Physical examination, Laboratory tests -> Prominent weakness or elevated CK, AST, ALT? -> Consider: Fibromyalgia, Postviral syndrome, Vitamin D deficiency -> History, examination, and laboratory results consistent with PMR? -> Go to next node -> GCA symptoms or signs? -> Treat for GCA, Biopsy temporal artery"
diffuse muscle pain and stiffness polymyalgia rheumatica and gaint cell arteritis,C,C,C,"A 62-year-old woman presents with diffuse muscle pain and stiffness, predominantly in her shoulders and hips, which started abruptly a week ago. She reports difficulty raising her arms and getting out of bed in the morning. She denies any muscle weakness, headache, or visual disturbances. Her initial lab results show normal CK, AST, and ALT levels. What is the most appropriate next step in managing this patient?","Patient with DIFFUSE MUSCLE PAIN AND STIFFNESS -> History, Physical examination, Laboratory tests -> Prominent weakness or elevated CK, AST, ALT? -> Go to next node -> GCA symptoms or signs? -> Treat for PMR"
diffuse muscle pain and stiffness polymyalgia rheumatica and gaint cell arteritis,C,C,C,"A 68-year-old female presents with abrupt onset of bilateral shoulder and neck pain, difficulty raising her arms, morning stiffness lasting over an hour, and constitutional symptoms. After initial lab tests, what is the most important next step in managing this patient?","Patient with DIFFUSE MUSCLE PAIN AND STIFFNESS -> History, Physical examination, Laboratory tests -> Prominent weakness or elevated CK, AST, ALT? -> Consider: Fibromyalgia, Postviral syndrome, Vitamin D deficiency -> History, examination, and laboratory results consistent with PMR? -> Go to next node -> GCA symptoms or signs? -> Treat for PMR"
knee pain,C,C,C,A 54-year-old woman presents with acute knee pain and significant effusion. Physical examination reveals tenderness along the joint line and pain with both active and passive motion. Which of the following is the MOST appropriate next step in management?,"Patient with knee pain, history and physical examination -> Articular -> Effusion -> Aspiration"
knee pain,D,D,D,A 55-year-old male presents with chronic knee pain. Physical examination reveals the pain is articular in nature with no effusion. What is the next appropriate step in management?,"Patient with knee pain, history and physical examination -> Articular -> No effusion -> Radiography -> Consider MRI, bone scan"
knee pain,E(Note: The physical exam findings suggest an extraarticular source of pain,EThe context describes that focal tenderness at the medial aspect of the prox,E,"A 45-year-old male presents with knee pain. Physical examination reveals focal tenderness at the medial aspect of the proximal tibia and pain with resisted knee flexion. There is no joint effusion, and both active and passive range of motion are equally painful. Which of the following is the MOST likely origin of the patient's knee pain?","Patient with knee pain, history and physical examination -> Nonarticular"
foreign travel immunizations and infections,A,A(Note: The context suggests that Japanese encephalitis vaccine may be,A,"A family is planning a trip to Southeast Asia, including rural areas. Given the potential health risks associated with their travel plans and the need to take necessary precautions, what immunizations should they consider prior to departure?",Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Health status/travel plans
foreign travel immunizations and infections,D,D,D,"A 30-year-old man is planning a trip to Southeast Asia for 3 weeks. He seeks pre-travel advice from his physician. Considering the potential health risks associated with travel to this region, what is the MOST appropriate initial step in advising this patient?",Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Counseling for avoiding infection
foreign travel immunizations and infections,A(Note: This recommendation is based on common travel vaccination guidelines for Southeast Asia,AThe context specifies that all overseas travelers should be encouraged to be vaccinated against,A,"A 30-year-old man is planning a trip to Southeast Asia for several months. He is generally healthy but has not had any recent vaccinations. According to the CDC guidelines, which of the following vaccines should he receive before traveling, assuming he is up-to-date with standard vaccinations?","Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Immunizations -> MMR, Polio, Pneumococcus, Tetanus/diphtheria"
foreign travel immunizations and infections,E(Note: While specific recommendations can vary based on the exact itinerary and activities,E(Note: While Japanese encephalitis vaccine may be indicated for some,E,"A 30-year-old man is planning a trip to Southeast Asia for six months. He is generally healthy and has received standard childhood vaccinations. According to CDC guidelines, which of the following vaccinations should be considered before his trip?","Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Immunizations -> Hepatitis A, Hepatitis B, Polio booster, Typhoid"
foreign travel immunizations and infections,A(Note: This is based on the common recommendation for travelers to rural Southeast,"D(Note: Preexposure rabies vaccination might also be considered, but",D,A 25-year-old woman is planning a trip to rural Southeast Asia for several months. She is generally healthy and has received all routine childhood vaccinations. Which of the following vaccinations should be considered specifically for her travel plans?,"Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Immunizations -> Japanese encephalitis, Meningococcus, Rabies, Yellow fever"
foreign travel immunizations and infections,B(Note: This recommendation is based on the assumption that the traveler is visiting,B,B,"A 30-year-old man is planning a trip to sub-Saharan Africa for a month-long safari. He has no significant past medical history and is up-to-date on his routine vaccinations. According to the guidelines for travelers to foreign areas, which of the following is the MOST appropriate chemoprophylaxis for malaria for this traveler?","Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Malaria -> Malarone, Doxycycline, Mefloquine"
foreign travel immunizations and infections,D,D,D,A 25-year-old man is planning a trip to Southeast Asia. He is concerned about traveler's diarrhea. What medication can he take prophylactically to reduce the risk of developing traveler's diarrhea during his trip?,Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Diarrhea -> Pepto-Bismol
foreign travel immunizations and infections,D,D,D,"A 30-year-old male is planning a trip to Southeast Asia. He is concerned about traveler's diarrhea. Considering the increasing resistance to fluoroquinolones in that region, which antibiotic should he be advised to carry for self-treatment of moderate to severe diarrhea with fever or bloody stools?",Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Diarrhea -> Quinolone or azithromycin 1–3 days
foreign travel immunizations and infections,C,C,C,"A 30-year-old man returns from a trip to sub-Saharan Africa and presents with fever, chills, and fatigue. Despite taking prophylactic medication, he is concerned about malaria. According to the guidelines for evaluating travelers returning with fever, what is the most appropriate next step in his management?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Fever -> Malaria smears
foreign travel immunizations and infections,C,C,C,"A 32-year-old woman returns from a trip to Southeast Asia and presents with fever, fatigue, and muscle aches. She took precautions regarding food and water but reports several mosquito bites despite using DEET repellent. After ruling out malaria and typhoid, what is the next appropriate step in her evaluation?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Fever -> CBC
foreign travel immunizations and infections,C,"CThe context suggests evaluating for other potential infections acquired during travel, such as",C,"A 32-year-old woman returns from a 2-week trip to Southeast Asia, where she visited rural areas and consumed street food. She presents to your clinic with fever, headache, and myalgia. Initial blood smears are negative for malaria. What is the MOST appropriate next step in evaluating her fever, considering potential infections acquired during her travels?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Fever -> WBC differential
foreign travel immunizations and infections,C,C,C,"A 34-year-old woman returns from a 2-week trip to Southeast Asia. She presents to the emergency department with a fever of 102°F (38.9°C) and general malaise. She reports receiving all recommended travel vaccinations before her trip and took appropriate antimalarial prophylaxis. According to the text, which of the following is the MOST appropriate next step in the management of this patient?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Fever -> Blood cultures for typhoid or other bacteremia
foreign travel immunizations and infections,D,D,D,"A 30-year-old man returns from a 6-month trip to Southeast Asia, where he was trekking and staying in rural areas. He presents with a persistent cough, fever, and shortness of breath. After initial investigations for common infections are inconclusive, what is the MOST appropriate next step in evaluating his condition, considering his travel history?","Decision tree for travelers to foreign areas -> Actions to take after traveling -> Further workup -> Chest x-ray, Viral swab, Sputum, Gram stain culture, AFB for TB, Legionella antigen"
foreign travel immunizations and infections,B,B,B,"A 30-year-old male recently returned from a trip to Southeast Asia, where he spent time hiking and swimming in rivers. He presents to the clinic with fever, headache, and muscle aches. Initial blood smears are negative for malaria. What is the most appropriate next step in evaluating this patient's condition, considering his recent travel history and symptoms?","Decision tree for travelers to foreign areas -> Actions to take after traveling -> Further workup -> Leptospirosis, Schistosomiasis"
foreign travel immunizations and infections,C,C,C,"A 30-year-old man returns from a 2-week trip to Southeast Asia. He reports having unprotected sexual encounters during his travels and now presents with a nonspecific febrile illness. After excluding malaria and typhoid, which of the following is the MOST appropriate next step in his clinical workup?","Decision tree for travelers to foreign areas -> Actions to take after traveling -> Further workup -> Acute HIV, Syphilis"
foreign travel immunizations and infections,A,AThe context indicates that diarrhea in returning travelers should prompt stool cultures for Es,A,"A 30-year-old female recently returned from a trip to Southeast Asia, where she spent a month backpacking through rural areas. Since her return, she has been experiencing persistent diarrhea, abdominal cramps, and fatigue. She denies fever or blood in her stool. According to guidelines for travelers returning from foreign countries, which of the following diagnostic tests should be performed next?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Diarrhea -> Stool culture for O&P ×3
foreign travel immunizations and infections,B,E,D,"A 30-year-old woman returns from a 2-week trip to Southeast Asia. She presents with a fever, cough, and fatigue. Her initial malaria smear is negative. What is the next best step in evaluating her condition, considering potential infections acquired during her travels?","Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> UTI, URI, peanut agglutinin"
foreign travel immunizations and infections,C,C,C,"A 30-year-old male returns from a 2-week trip to Southeast Asia, presenting with fever, severe headache, and joint pain. He reports using insect repellent but recalls being bitten by mosquitoes. Initial blood tests rule out malaria. What is the most likely next step in evaluating this patient's condition?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Dengue
foreign travel immunizations and infections,D,D,D,"A 30-year-old man returns from a 2-year trip to Southeast Asia. He presents with complaints of fever, fatigue, and skin lesions. Initial lab results are unremarkable, and malaria has been ruled out. What is the next step in managing this patient?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Leishmania
foreign travel immunizations and infections,D,D,D,"A 30-year-old man returns from a trip to Southeast Asia and presents with fever, headache, and a diffuse rash. He reports being bitten by several insects during his trip. After excluding malaria and typhoid, what other infection, common in Southeast Asia and transmitted by mites, should be considered in the differential diagnosis?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> scrub or African typhus
foreign travel immunizations and infections,D,D,D,"A 30-year-old individual, who recently returned from a year-long trip to Southeast Asia, presents with a persistent cough, fatigue, and night sweats. Initial investigations for malaria and typhoid are negative. Given the duration of the travel and the presenting symptoms, what is the most appropriate next step in evaluating this patient?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> TB
foreign travel immunizations and infections,D,D,D,"A 30-year-old man is planning a trip to Southeast Asia for a month-long backpacking adventure. He seeks pre-travel advice, including necessary vaccinations. Considering the potential risks in the region, which of the following vaccinations is MOST appropriate for this traveler, assuming standard CDC recommendations?","Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Hepatitis A, B, C, or E"
foreign travel immunizations and infections,C,C,C,"A 30-year-old man returns from a 2-week trip to Southeast Asia. He presents with a fever, diarrhea, and abdominal pain. After initial investigations for malaria and typhoid are underway, what is the MOST appropriate next step in evaluating his condition?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Tissue-invasive parasites
foreign travel immunizations and infections,C(Note: This decision is based on the presentation of right upper quadrant pain,"CThe context suggests that once malaria and typhoid are investigated, further",C,"A 30-year-old man returns from a 2-week trip to Southeast Asia. He presents with fever, non-specific abdominal pain, and fatigue. Initial blood smears are negative for malaria. After a week of persistent fever, he develops right upper quadrant pain. What is the most appropriate next step in evaluating the cause of his fever and abdominal pain?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Liver abscess
foreign travel immunizations and infections,"C(Note: The decision is based on the symptoms described—fever,",C,C,"A 30-year-old man returns from a trip to Southeast Asia complaining of fever, joint pain, and a rash. He reports using mosquito repellent during his trip. What is the MOST appropriate next step in evaluating this patient?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Chikungunya fever
foreign travel immunizations and infections,E,E,E,"A 30-year-old man who recently returned from a trip to Southeast Asia presents with fever, headache, and a rash. He recalls being bitten by mosquitoes during his trip. After excluding malaria and typhoid, what other infection should be considered, given his symptoms and travel history?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Plague
foreign travel immunizations and infections,E(Note: Hepatitis A is transmitted through the fecal-oral route,"E(Note: While the context mentions several infections, it specifically highlights sexually transmitted",B,"A 30-year-old woman, previously healthy, returns from a 2-week trip to Southeast Asia. She reports having unprotected sexual intercourse during her trip. She now presents with a fever, fatigue, and a non-specific rash. After excluding malaria and typhoid, what other infection should be considered in her differential diagnosis, considering her recent travel history and sexual activity?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Cytomegalovirus
foreign travel immunizations and infections,A,AThe context suggests that after excluding life-threatening conditions like malaria (which is,A,"A 30-year-old man returns from a 2-week trip to Southeast Asia. He presents to your clinic with fever, fatigue, and a mild sore throat. After excluding life-threatening conditions, what is the next appropriate step in evaluating his illness, considering potential infections acquired during his travels?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Epstein-Barr virus
foreign travel immunizations and infections,E,EThe most important initial step is to assess her current health status and specific,E,A 30-year-old woman who is 6 weeks pregnant is planning a trip to South America. She is concerned about contracting toxoplasmosis. What is the most important initial step in evaluating her risk and advising her on preventive measures?,Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Toxoplasmosis
foreign travel immunizations and infections,C,CThe context specifies that if a traveler returns with a nonspecific febr,C,"A 34-year-old woman returns from a 2-week trip to Southeast Asia. She presents to her primary care physician with a fever, non-productive cough, and general malaise. She reports receiving routine vaccinations before her trip, but did not take any specific malaria prophylaxis. What is the most appropriate next step in evaluating this patient?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Acute histoplasmosis
foreign travel immunizations and infections,C,C,C,"A 30-year-old man who recently returned from a 2-week trip to Southeast Asia presents with a fever of 102°F, fatigue, and muscle aches. He reports adhering to precautions against mosquito bites and took prophylactic medication for malaria. Initial blood smears are negative for malaria. Considering the potential infections associated with travel to this region, what is the MOST appropriate next step in evaluating his condition?",Decision tree for travelers to foreign areas -> Actions to take after traveling -> Other infections -> Brucellosis
submersion,B,"B(Note: This decision is based on the context provided, which emphasizes monitoring",C,"A 3-year-old child is pulled from a swimming pool after being submerged for an estimated 2 minutes. Upon rescue, the child is conscious but appears groggy and is breathing rapidly. After C-spine immobilization and 100% O2 administration, what is the MOST appropriate next step in managing this patient's respiratory status in the emergency department?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Conscious -> CPAP mask or intubate, Nasogastric tube"
submersion,D,D,D,"A 3-year-old child is found unresponsive in a backyard swimming pool. After being pulled out, the child is not breathing and has a weak pulse. Initial resuscitation efforts are started at the scene. Upon arrival to the ED, the child remains comatose and requires ongoing respiratory support. What is the MOST appropriate next step in the management of this patient?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Comatose -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Normothermia, Continue ACLS, Treat: Acidosis, Bronchospasm -> Discharge home only if patient has been asymptomatic from scene through transport and ED"
submersion,D,C,D,"A 10-year-old boy is pulled from a swimming pool after being submerged for an unknown amount of time. He is conscious but appears sleepy. After initial resuscitation and stabilization in the ED, including C-spine immobilization and ECG, his PaO2 is found to be normal. What is the next appropriate step in his management?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Normal PaO2 -> Observe and reassess, C-spine series and chest film -> Normothermia, Continue ACLS, Treat: Acidosis, Bronchospasm -> Discharge home only if patient has been asymptomatic from scene through transport and ED"
submersion,D,D,D,"A 4-year-old child is pulled from a backyard swimming pool after being submerged for an estimated 5 minutes. Upon arrival in the ED, the child is comatose and hypothermic (32°C). After intubation, CPR, and ACLS are initiated, which of the following is the MOST appropriate next step in the management of this child?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Comatose -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> 32°-37° C, Passive external rewarming, Continue ACLS, Treat: Acidosis, Bronchospasm"
submersion,C,C,C,"A 3-year-old child is pulled from a backyard swimming pool after being submerged for an estimated 5 minutes. The child is unresponsive, not breathing, and has a weak pulse. Initial resuscitation efforts are underway. What is the MOST appropriate next step in the management of this child, according to the provided guidelines?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> 32°-37° C, Passive external rewarming, Continue ACLS, Treat: Acidosis, Bronchospasm"
submersion,E,E,E,"A 3-year-old child is pulled from a backyard swimming pool after being submerged for an estimated 5 minutes. Upon arrival at the emergency department, the child is comatose and has a core temperature of 31°C. After initial stabilization with C-spine immobilization and ECG monitoring, what is the MOST appropriate next step in the management of this patient?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Comatose -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> <32° C, Active core rewarming, ACLS until temperature >32° C, Treat: Acidosis, Bronchospasm"
submersion,C,C,C,"A 3-year-old child is pulled unresponsive from a cold swimming pool after being missing for an unknown amount of time. Bystanders report the child was submerged for several minutes. Upon arrival in the emergency department, the child is hypothermic with a core temperature of 30°C, unresponsive, and has no spontaneous respirations. What is the MOST appropriate next step in the management of this patient?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> <32° C, Active core rewarming, ACLS until temperature >32° C, Treat: Acidosis, Bronchospasm"
submersion,D,D,D,"A 24-year-old male is brought to the emergency department after being rescued from a lake. He was submerged for an unknown amount of time, but rescuers estimate it to be less than 5 minutes. He is now conscious but confused, and complaining of difficulty breathing. During the initial steps of management, which of the following should be prioritized according to the provided text?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> In ICU -> In ICU: Monitor PaO2, ECG, ventilation-perfusion shunt, Consider monitoring cardiac output, ICP, Treat hypoxia, arrhythmias, bronchospasm, acidosis, hypothermia, electrolyte disturbances, Obtain C-spine series if not yet done"
submersion,E,E,E,A 3-year-old child is pulled from a swimming pool after being submerged for an estimated 2 minutes. The child is not breathing but has a palpable pulse. What is the MOST appropriate next step in the management of this patient?,"Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Apnea -> Remove from water, Initiate CPR, C-spine immobilization -> Apnea with pulse -> Assist ventilation, Clear airway, if necessary, Call 911, Intubate and transport"
submersion,D,"D(Note: This response is based on the provided context, which emphasizes immediate",D,"A 3-year-old child is pulled from a swimming pool after being found submerged for an estimated period. Upon removal, the child is apneic but has a detectable pulse. Which of the following represents the MOST appropriate next step in the management of this patient?","Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Apnea -> Remove from water, Initiate CPR, C-spine immobilization -> Apnea without pulse -> Continue CPR, Clear airway, if necessary, Call 911, Intubate and transport"
flatulence,D,D,D,"A 35-year-old woman reports excessive flatulence and bloating after meals, particularly after consuming dairy products and beans. Physical examination is normal, and stool samples show no evidence of infection. What is the MOST appropriate next step in managing her symptoms?","Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Dietary changes are effective -> No further evaluation is needed"
flatulence,D,D,D,"A 45-year-old woman presents to her physician complaining of excessive flatulence and bloating, particularly after meals. She denies weight loss, abdominal pain, vomiting, or blood in her stool. Initial dietary changes, such as eliminating lactose and gas-producing foods, have not provided relief. Upper GI and small bowel x-ray series and abdominal ultrasonography results are normal. What is the MOST appropriate next step in evaluating this patient's flatulence?","Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Dietary changes are not effective -> Perform sigmoidoscopy and barium enema or colonoscopy to look for anorectal disease and colonic disorders -> Normal results from upper GI and small bowel x-ray series and abdominal ultrasonography -> Consider performing gut motility testing or hydrogen breath testing"
flatulence,D,D,D,"A 45-year-old woman reports excessive flatulence and bloating, without weight loss, abdominal pain, vomiting, or blood in the stool. She has already tried eliminating lactose, legumes, and cabbage from her diet without relief. Sigmoidoscopy, barium enema, upper GI, small bowel x-ray series and abdominal ultrasonography results came back normal. What is the MOST appropriate next step in managing her symptoms?","Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Dietary changes are not effective -> Perform sigmoidoscopy and barium enema or colonoscopy to look for anorectal disease and colonic disorders -> Normal results from upper GI and small bowel x-ray series and abdominal ultrasonography -> Consider treatment with bulking agents, antispasmodics, or stress reduction"
flatulence,C,C,C,"A 45-year-old woman reports excessive flatulence and bloating, especially after consuming dairy products and beans. Initial dietary changes have not improved her symptoms. A stool examination reveals the presence of leukocytes. What is the MOST appropriate next step in managing this patient's flatulence?","Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Dietary changes are not effective -> Perform sigmoidoscopy and barium enema or colonoscopy to look for anorectal disease and colonic disorders -> Normal results from upper GI and small bowel x-ray series and abdominal ultrasonography -> Consider performing upper GI and small bowel x-ray series and abdominal ultrasonography -> Abnormal results from stool examination -> Treat based on the identified ova, parasites, leukocytes, or bacterial pathogens"
flatulence,D,B,D,"A 54-year-old woman reports excessive flatulence and bloating, particularly after consuming dairy products and legumes. Initial dietary changes, such as eliminating lactose and reducing legume intake, provided minimal relief. Stool examination reveals the presence of leukocytes. What is the MOST appropriate next step in managing this patient's flatulence?","Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Dietary changes are not effective -> Perform sigmoidoscopy and barium enema or colonoscopy to look for anorectal disease and colonic disorders -> Abnormal results from stool examination -> Treat based on the identified ova, parasites, leukocytes, or bacterial pathogens"
sick euthyroid syndrome,C,"CThe context suggests that in cases of severe illness, thyroid function tests can",D,A 58-year-old woman with a history of severe pneumonia is found to have a low free T4 and a very low TSH. Which of the following is the most appropriate next step in evaluating this patient's thyroid function?,Evaluate the patient with sick euthyroidism -> Measure Free T4 -> Free T4 is low -> Measure TSH -> TSH is very low -> Consider secondary hypothyroidism or use of dopamine. Measure prolactin and random cortisol
sick euthyroid syndrome,D,D,D,A 72-year-old male with a history of heart failure is admitted to the ICU with severe pneumonia. Initial lab results show a low free T4 and a normal TSH. Which of the following is the MOST likely diagnosis?,Evaluate the patient with sick euthyroidism -> Measure Free T4 -> Free T4 is low -> Measure TSH -> TSH is low or normal -> Sick euthyroid syndrome likely
sick euthyroid syndrome,E,EThis scenario describes a patient recovering from severe illness with low T3 and,E,A 55-year-old woman with a history of severe pneumonia is evaluated for persistent fatigue and weakness after being discharged from the hospital. Her initial thyroid function tests during hospitalization showed low T3 and T4 levels. A repeat thyroid function test now shows a low Free T4 and a TSH of 8 μU/L. What is the most appropriate next step in management?,Evaluate the patient with sick euthyroidism -> Measure Free T4 -> Free T4 is low -> Measure TSH -> TSH is high (5-20 μU/L) -> Consider recovery phase of sick euthyroidism or primary hypothyroidism
sick euthyroid syndrome,A,"E(Note: In the context provided, an elevated TSH level (>20",E,A 58-year-old woman with a history of hypertension and hyperlipidemia is hospitalized for severe pneumonia. Her initial laboratory tests reveal a low free T4 and a TSH level of 25 μU/L. Which of the following is the most likely diagnosis?,Evaluate the patient with sick euthyroidism -> Measure Free T4 -> Free T4 is low -> Measure TSH -> TSH is very high (>20 μU/L) -> Primary hypothyroidism most likely
sick euthyroid syndrome,E,D---Explanation: The patient's normal TSH but elevated free T4,D,"A 55-year-old woman with a history of severe pneumonia is being evaluated for possible thyroid dysfunction. Her initial lab results show normal TSH but elevated free T4. Based on this information, which of the following is the most appropriate next step in management?",Evaluate the patient with sick euthyroidism -> Measure Free T4 -> Free T4 is high -> See Hyperthyroidism (p 140)
right ventricular failure,D,D,D,"A 60-year-old male presents to the emergency department with acute onset of shortness of breath and chest pain. His medical history is significant for hypertension and hyperlipidemia, but no prior cardiac issues. Physical examination reveals jugular venous distension, lower extremity edema, and a new-onset systolic murmur. ECG shows ST elevation in V1 with inferior ST changes. Given the clinical presentation, what is the most likely underlying cause of his right ventricular failure?",Patient with RIGHT VENTRICULAR FAILURE -> History and physical examination -> Acute -> RV MI
right ventricular failure,E,E,E,"A 58-year-old male presents to the emergency department with acute shortness of breath, distended jugular veins, and muffled heart sounds following a central line placement. His blood pressure is 80/60 mmHg. Given suspicion for right ventricular failure, what is the most appropriate next step in management?",Patient with RIGHT VENTRICULAR FAILURE -> History and physical examination -> Acute -> Tamponade
right ventricular failure,B,B,B,"A 58-year-old male presents to the emergency department with acute dyspnea, chest pain, and near-syncope. He has a history of deep vein thrombosis. Physical examination reveals jugular venous distension, a right ventricular heave, and a new-onset right bundle branch block on ECG. Given the suspicion for acute right ventricular failure, what is the MOST appropriate initial step in the evaluation?","Patient with RIGHT VENTRICULAR FAILURE -> History and physical examination -> Acute -> Embolism: thrombotic, amniotic, fat"
