question,answer,options,correct_option,path,condition
"A 52-year-old female presents with spontaneous, unilateral, serosanguineous nipple discharge. She denies recent pregnancy, medication use, or nipple manipulation. A physical exam is unremarkable with no palpable mass. A fat stain is negative. What is the next step in management?",Consider cytology.,"['Order serum prolactin and TSH levels.', 'Consider cytology.', 'Perform galactography.', 'Refer for surgical consultation.', 'Obtain an MRI of the pituitary.']",B,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> Consider cytology,nipple discharge
"A 60-year-old female presents with spontaneous, unilateral, clear nipple discharge. She denies recent pregnancy, medication use, or nipple manipulation. Physical exam is unremarkable with no palpable mass. Fat stain is negative, and cytology is benign. Mammography is also negative. Given the nature of the discharge and her age, what is the next step in management?",Consider surgical evaluation if high likelihood of malignancy.,"['Repeat mammography in 6 months.', 'Obtain serum prolactin and TSH levels.', 'Perform galactography.', 'Consider surgical evaluation if high likelihood of malignancy.', 'Recommend observation only.']",D,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> No mass palpable -> Perform mammography -> Negative findings on mammography -> Consider surgical evaluation if high likelihood of malignancy,nipple discharge
"A 58-year-old female presents with unilateral, spontaneous, bloody nipple discharge. She denies recent pregnancy, medication use, or nipple manipulation. Physical exam is unremarkable with no palpable mass. Fat stain is negative. Mammography reveals suspicious microcalcifications within the affected breast. What is the next step in management?",Surgical Evaluation and Biopsy.,"['Obtain serum prolactin and TSH levels.', 'Perform galactography.', 'Surgical Evaluation and Biopsy.', 'Recommend observation only.', 'Prescribe topical antibiotics.']",C,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> No mass palpable -> Perform mammography -> Positive findings on mammography -> Surgical Evaluation and Biopsy,nipple discharge
"A 48-year-old female presents with unilateral, spontaneous, bloody nipple discharge. She denies recent pregnancy, medication use, or nipple manipulation. On physical exam, a palpable mass is noted beneath the areola. What is the next step in management?",Perform tissue diagnosis. Consider mammogram before biopsy.,"['Order serum prolactin and TSH levels.', 'Perform galactography.', 'Perform tissue diagnosis. Consider mammogram before biopsy.', 'Recommend observation only.', 'Prescribe topical antibiotics.']",C,Patient with Nipple Discharge -> History with emphasis on medication -> Perform a fat stain test -> Nongalactorrheal discharge -> Mass present -> Perform tissue diagnosis. Consider mammogram before biopsy,nipple discharge
A 40-year-old male presents to the emergency department after being bitten by a stray dog. He states that the dog bit him on the forearm and broke the skin. What should be the focus of the initial assessment?,Evaluate rabies risk Examine wound Puncture.,"['Assess need for antibiotics Tetanus immunization.', 'Evaluate rabies risk Examine wound Puncture.', 'Obtain blood cultures Perform a complete blood count.', 'Apply a pressure dressing Splint the affected limb.', 'Administer pain medication Obtain informed consent for treatment.']",B,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Puncture",mammal bites
"A 55-year-old female presents after being bitten on the arm by her neighbor's dog. After irrigation, you note the wound is a simple laceration with no signs of crush injury or significant tissue damage. What is the next step in management?",Evaluate rabies risk Examine wound Laceration: bite.,"['Obtain blood cultures Assess need for antibiotics.', 'Evaluate rabies risk Examine wound Laceration: bite.', 'Administer tetanus toxoid Order a complete blood count.', 'Apply a pressure dressing Consult plastic surgery.', 'Administer pain medication Document the injury in the medical record.']",B,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Laceration: bite",mammal bites
"A 60-year-old diabetic patient presents to the emergency department after being bitten on the hand by a cat. The wound is a deep puncture. After irrigating the wound and determining rabies risk, what is the next step in management?",Prophylactic antibiotics.,"['Prophylactic antibiotics.', 'Primary closure of the wound.', 'Application of a sterile dressing.', 'Referral to a plastic surgeon.', 'Administration of tetanus toxoid.']",A,"Initial assessment of a patient with a mammal bite -> History, including circumstance: Provocation, Wild or domestic animal, Wound care: copious irrigation with soap and water, Determine tetanus immunization -> Evaluate rabies risk -> Examine wound -> Prophylactic antibiotics",mammal bites
"A 35-year-old male presents with right shoulder pain. On examination, pain is reproduced with active but not passive shoulder movement. There is point tenderness over the supraspinatus tendon. What is the most likely diagnosis?","Tendonitis, Bursitis, Sprain/strain.","['Osteoarthritis, Rheumatoid arthritis, Gout.', 'Tendonitis, Bursitis, Sprain/strain.', 'Fibromyalgia, Polymyalgia rheumatica, Systemic lupus erythematosus.', 'Vitamin D deficiency, Hypothyroidism, Hepatitis C.', 'Multiple sclerosis, Metabolic myopathy, Parathyroid disease.']",B,"History and physical examination -> Tendonitis, Bursitis, Sprain/strain",soft-tissue pain
"A 45-year-old female presents with chronic, widespread soft-tissue pain, fatigue, and sleep disturbances. Examination reveals multiple tender points. What underlying systemic diseases should be considered?","Consider: Systemic lupus, Hypothyroidism, Hyperthyroidism, Metabolic myopathy, Hyperparathyroidism, Vitamin D deficiency, Chronic hepatitis C infection, Multiple sclerosis.","['Osteoarthritis, Rheumatoid arthritis, Gout.', 'Tendonitis, Bursitis, Sprain/strain.', 'Fibromyalgia, Polymyalgia rheumatica, Systemic lupus erythematosus.', 'Vitamin D deficiency, Hypothyroidism, Hyperthyroidism, Metabolic myopathy, Hyperparathyroidism, Chronic hepatitis C infection, Multiple sclerosis.', 'Gout, Pseudogout, Septic arthritis.']",D,"History and physical examination -> Consider: Calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, Renal, Electrolytes, Liver function tests -> Consider: Systemic lupus, Hypothyroidism, Hyperthyroidism, Metabolic myopathy, Hyperparathyroidism, Vitamin D deficiency, Chronic hepatitis C infection, Multiple sclerosis",soft-tissue pain
"A 40-year-old female presents with chronic widespread musculoskeletal pain, fatigue, and sleep disturbances. Examination reveals tenderness in multiple characteristic areas, including the trapezii, medial knee, and lateral elbow. After reviewing her history and performing a physical examination, what is the most likely working diagnosis?",Fibromyalgia.,"['Osteoarthritis.', 'Polymyalgia rheumatica.', 'Fibromyalgia.', 'Systemic lupus erythematosus.', 'Hypothyroidism.']",C,"History and physical examination -> Consider: Calcium, ESR, CRP, TSH, CK, 25-OH vitamin D, Hepatitis C screening, ANA, CBC, Renal, Electrolytes, Liver function tests -> Working diagnosis: Fibromyalgia",soft-tissue pain
"A 60-year-old female presents with bilateral wrist and hand pain, morning stiffness lasting over an hour, and swelling in multiple joints. Examination reveals synovitis in the MCP and PIP joints. What laboratory and imaging studies should be considered?","Consider: RF, aCCP, ANA, ESR, CRP, TSH, Radiography (see Arthritis chapters).","['Consider: RF, aCCP, ANA, ESR, CRP, TSH, Radiography (see Arthritis chapters).', 'TSH, CK, Calcium, 25-OH Vitamin D, HCV Antibodies.', 'Vitamin D, Magnesium, Phosphate.', 'Muscle biopsy, Nerve conduction studies.', 'Serum uric acid, Joint aspiration.']",A,"History and physical examination -> Consider: RF, aCCP, ANA, ESR, CRP, TSH, Radiography (see Arthritis chapters)",soft-tissue pain
"A 70-year-old male presents to the emergency department with altered mental status, a fever of 39.5°C, heart rate of 110 bpm, and respiratory rate of 24 breaths per minute. Which of the following is the most important next step in determining the severity of his condition?",Determine severity of patient's condition based on SIRS.,"['Obtain a detailed medical history.', 'Determine severity of patient's condition based on SIRS.', 'Order a chest X-ray.', 'Start empiric antibiotic therapy.', 'Measure serum lactate levels.']",B,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Infection and SIRS,sepsis
"A 65-year-old male with a history of diabetes presents with a fever of 39°C, a heart rate of 115 bpm, and a respiratory rate of 28 breaths per minute. He is also confused and has decreased urine output. What condition is this patient likely experiencing?",Sepsis and evidence of organ dysfunction.,"['Community-acquired pneumonia.', 'Sepsis and evidence of organ dysfunction.', 'Severe dehydration.', 'Drug-induced fever.', 'Acute myocardial infarction.']",B,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Sepsis and evidence of organ dysfunction,sepsis
"A 50-year-old female presents with a urinary tract infection. She has a fever of 38.5°C, a heart rate of 120 bpm, and a respiratory rate of 24 breaths per minute. Despite aggressive fluid resuscitation, her blood pressure remains low at 80/50 mmHg. What condition is this patient likely experiencing?",Sepsis and refractory hypotension.,"['Uncomplicated cystitis.', 'Sepsis and refractory hypotension.', 'Acute renal failure.', 'Hypovolemic shock.', 'Anaphylactic shock.']",B,Determine severity of patient's condition and treatment -> Determine severity of patient's condition based on SIRS -> Sepsis and refractory hypotension,sepsis
"A 62-year-old male presents with pneumonia, a fever of 40°C, a heart rate of 120 bpm, a respiratory rate of 30 breaths per minute, and a blood pressure of 90/60 mmHg. What is the initial intervention that is most important?","Early, aggressive resuscitation with fluids and monitoring.","['Early, aggressive resuscitation with fluids and monitoring.', 'Initiation of empiric antibiotics.', 'Obtaining blood cultures.', 'Performing a chest X-ray.', 'Consulting pulmonary specialist.']",A,"Determine severity of patient's condition and treatment -> Early, aggressive resuscitation with fluids and monitoring",sepsis
"A 45-year-old female presents to the emergency department with altered mental status, a fever of 39.5°C, a heart rate of 110 bpm, and a respiratory rate of 24 breaths per minute. After initiating fluid resuscitation and ordering blood cultures, what is the next step in management?",Assess possible source of infection.,"['Assess possible source of infection.', 'Administer intravenous vasopressors.', 'Order a CT scan of the abdomen and pelvis.', 'Administer oxygen.', 'Consult infectious disease specialist.']",A,Determine severity of patient's condition and treatment -> Assess possible source of infection,sepsis
"A 68-year-old male presents with fever, cough, and shortness of breath. He is hypotensive, tachycardic, and tachypneic. You suspect sepsis. After initiating fluid resuscitation and obtaining blood cultures, what is the next step in management?",Empiric broad-spectrum antibiotics.,"['Empiric broad-spectrum antibiotics.', 'Administration of vasopressors.', 'Insertion of a central venous catheter.', 'Measurement of serum lactate.', 'Consultation with a pulmonologist.']",A,Determine severity of patient's condition and treatment -> Empiric broad-spectrum antibiotics,sepsis
"A 75-year-old male presents with a urinary tract infection, a fever of 38.5°C, a heart rate of 110 bpm, and a respiratory rate of 24 breaths per minute. He is hypotensive, and his mental status is altered. After initiating fluid resuscitation and empiric antibiotics, what is the next step in management?",Continued management in a monitored setting.,"['Transfer to the medical floor.', 'Continued management in a monitored setting.', 'Discharge home with oral antibiotics.', 'Order a CT scan of the abdomen and pelvis.', 'Consult urology specialist.']",B,Determine severity of patient's condition and treatment -> Continued management in a monitored setting,sepsis
"A 68-year-old male presents with sepsis secondary to a large abdominal abscess. After initiating fluid resuscitation and broad-spectrum antibiotics, what is the next step in management?",Treat Obvious Sources of Infection.,"['Administer vasopressors.', 'Treat Obvious Sources of Infection.', 'Obtain blood cultures.', 'Consult infectious disease specialist.', 'Administer corticosteroids.']",B,Determine severity of patient's condition and treatment -> Treat Obvious Sources of Infection,sepsis
A 55-year-old male presents with sepsis and is started on broad-spectrum antibiotics. Blood cultures return positive for methicillin-resistant Staphylococcus aureus (MRSA). What is the next step in management?,Revise antimicrobial coverage when culture results are available.,"['Continue current antibiotic regimen.', 'Revise antimicrobial coverage when culture results are available.', 'Add an antifungal medication.', 'Order a repeat CT scan.', 'Consult cardiology specialist.']",B,Determine severity of patient's condition and treatment -> Revise antimicrobial coverage when culture results are available,sepsis
A 58-year-old male with a history of benign prostatic hyperplasia presents to the emergency department with anuria for 24 hours. Initial assessment reveals a distended bladder. What is the most appropriate next step in the evaluation of this patient's acute renal failure?,Perform a renal ultrasound with Doppler study followed by a technetium perfusion scan to assess for obstruction.,"['Insert a Foley catheter to relieve bladder distension', 'Administer intravenous fluids to improve renal perfusion', 'Order a CT scan of the abdomen and pelvis', 'Prescribe oral diuretics to stimulate urine output', 'Perform a renal ultrasound with Doppler study followed by a technetium perfusion scan to assess for obstruction.']",E,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Positive scan -> Obstruction,acute renal failure
"A 62-year-old male presents with acute renal failure and anuria. Urinalysis reveals bland sediment with hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Initial laboratory and clinical findings are negative for intrinsic renal disease. What is the next appropriate step in the evaluation?",Perform a renal ultrasound to evaluate for urinary tract obstruction.,"['Administer a fluid bolus to assess for volume responsiveness.', 'Order a renal biopsy to evaluate for glomerulonephritis.', 'Start empiric antibiotics for possible pyelonephritis.', 'Perform a renal ultrasound to evaluate for urinary tract obstruction.', 'Consult nephrology for consideration of hemodialysis.']",D,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Negative results -> Renal US -> Obstruction",acute renal failure
"A 45-year-old female presents with acute renal failure and anuria. Urinalysis reveals white blood cells and white blood cell casts, but urine culture is negative. What is the next most appropriate step in the evaluation?",Perform a renal ultrasound to evaluate for obstruction.,"['Start empiric antibiotics for presumed pyelonephritis.', 'Order serological tests for autoimmune diseases.', 'Perform a renal ultrasound to evaluate for obstruction.', 'Administer intravenous fluids to assess for pre-renal azotemia.', 'Obtain a renal biopsy to evaluate for acute interstitial nephritis.']",C,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Negative results -> Renal US -> Obstruction",acute renal failure
A 70-year-old male with a history of atrial fibrillation presents with sudden onset anuria. Renal ultrasound with Doppler and technetium perfusion scan are positive for renal artery occlusion. What is the most likely underlying cause of his acute renal failure?,Arterial occlusion,"['Acute tubular necrosis', 'Glomerulonephritis', 'Arterial occlusion', 'Post-renal obstruction due to nephrolithiasis', 'Drug-induced interstitial nephritis']",C,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Positive scan -> Arterial occlusion,acute renal failure
A 35-year-old woman presents with acute renal failure and anuria. Renal ultrasound and Doppler studies are negative for obstruction or vascular abnormalities. What is the next step to determine the etiology of her renal failure?,Perform serological tests and consider renal biopsy,"['Administer a trial of high-dose furosemide.', 'Initiate empiric antibiotic therapy.', 'Perform serological tests and consider renal biopsy', 'Repeat renal ultrasound in 24 hours.', 'Start the patient on a low-protein diet.']",C,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Serology Renal biopsy,acute renal failure
"A 68-year-old male develops anuria following a cardiac catheterization procedure with contrast. Renal ultrasound and Doppler studies are negative for obstruction or vascular abnormalities. Given the high suspicion for ATN, what is the next step?",Provide supportive care and consider renal replacement therapy if indicated.,"['Administer high-dose steroids.', 'Provide supportive care and consider renal replacement therapy if indicated.', 'Prescribe prophylactic antibiotics.', 'Order a renal biopsy immediately.', 'Administer a loop diuretic to force diuresis.']",B,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Severe ATN,acute renal failure
"A 28-year-old female presents with anuria and rapidly increasing creatinine over the past 48 hours. Renal ultrasound and Doppler studies are unremarkable. Given suspicion for RPGN, what is the next step in management?",Perform a renal biopsy for diagnosis.,"['Administer a trial of intravenous fluids.', 'Begin empiric antibiotic therapy.', 'Perform a renal biopsy for diagnosis.', 'Start high-dose corticosteroids immediately.', 'Monitor urine output and renal function without further intervention.']",C,Start of diagnosis -> Anuria -> Renal US with Doppler study Technetium perfusion scan -> Negative scan -> Severe RPGN,acute renal failure
"A 55-year-old male with a history of heart failure presents with acute renal failure and anuria. Urinalysis reveals bland sediment with hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. What is the most likely cause of his acute renal failure?",Prerenal azotemia,"['Acute tubular necrosis', 'Glomerulonephritis', 'Prerenal azotemia', 'Acute interstitial nephritis', 'Post-renal obstruction']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Positive results -> Prerenal",acute renal failure
"A 30-year-old female with a history of recurrent UTIs presents with acute renal failure and anuria. Urinalysis reveals white blood cells and white blood cell casts, and urine culture is positive. What is the most likely underlying cause of her acute renal failure?",Pyelonephritis leading to prerenal azotemia,"['Acute tubular necrosis secondary to antibiotics', 'Glomerulonephritis', 'Pyelonephritis leading to prerenal azotemia', 'Acute interstitial nephritis due to NSAIDs', 'Post-renal obstruction due to nephrolithiasis']",C,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Positive results -> Prerenal",acute renal failure
"A 65-year-old male presents with acute renal failure and anuria. Urinalysis reveals isolated proteinuria, and further testing reveals Bence Jones protein. Serum and urine protein electrophoresis, serum albumin, serum calcium, and urine protein:creatinine ratio are ordered. What condition is most suspected in this case?",Paraproteinemia,"['Acute tubular necrosis', 'Glomerulonephritis', 'Acute interstitial nephritis', 'Paraproteinemia', 'Post-renal obstruction']",D,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Paraproteinemia",acute renal failure
"A 60-year-old male presents with acute renal failure and anuria. Urinalysis reveals isolated proteinuria and Bence Jones protein. After confirming paraproteinemia, what is the next step in the diagnostic workup?",Renal ultrasound with Doppler studies and renal biopsy,"['Administer intravenous fluids for volume expansion', 'Start empiric antibiotics for presumed infection', 'Renal ultrasound with Doppler studies and renal biopsy', 'Initiate dialysis immediately', 'Prescribe high-dose steroids']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Renal US with Doppler study Renal biopsy",acute renal failure
"A 55-year-old female presents with acute renal failure and anuria. Urinalysis reveals isolated proteinuria, and further workup reveals Bence Jones protein. What condition can be associated with these findings?",Venous thrombus,"['Nephrotic syndrome', 'Venous thrombus', 'Post-streptococcal glomerulonephritis', 'IgA nephropathy', 'Minimal change disease']",B,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Venous thrombus",acute renal failure
"A 72-year-old male presents with acute renal failure and anuria. Urinalysis reveals isolated proteinuria and Bence Jones protein. Considering the possibility of paraproteinemia, what secondary renal complication should be suspected?",Membranous glomerulonephritis,"['Acute tubular necrosis', 'Membranous glomerulonephritis', 'Post-infectious glomerulonephritis', 'IgA nephropathy', 'Minimal change disease']",B,"Start of diagnosis -> Anuria -> Urinalysis -> Proteinuria (isolated), Bence Jones protein, serum and urinary protein electrophoresis, serum albumin, serum calcium, urine protein:creatinine -> Membranous glomerulonephritis",acute renal failure
"A 40-year-old male is brought to the ER with acute renal failure and anuria after a crush injury. Urinalysis reveals muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. The urine dipstick is positive for heme, but no RBCs are seen on microscopy. What is the most likely diagnosis?",Rhabdomyolysis,"['Glomerulonephritis', 'Acute Interstitial Nephritis', 'Rhabdomyolysis', 'Pre-renal Azotemia', 'Post-renal Obstruction']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> Dipstick heme positive without RBCs -> Rhabdomyolysis",acute renal failure
"A 25-year-old female with a history of G6PD deficiency presents to the emergency department with acute renal failure and anuria following a recent infection. Urinalysis shows muddy brown casts and a positive result for hemoglobin on dipstick, but no RBCs on microscopy. What is the most likely underlying cause?",Hemolysis,"['Rhabdomyolysis', 'Hemolysis', 'Acute Tubular Necrosis due to aminoglycosides', 'Glomerulonephritis', 'Acute Interstitial Nephritis']",B,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> Dipstick heme positive without RBCs -> Hemolysis",acute renal failure
"A 58-year-old male with acute myelogenous leukemia presents with acute renal failure and anuria after starting chemotherapy. Urinalysis shows muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. Microscopic examination reveals uric acid crystals. What is the most likely underlying cause of his acute renal failure?",Tumor lysis syndrome,"['Rhabdomyolysis', 'Acute tubular necrosis due to chemotherapy', 'Tumor lysis syndrome', 'Glomerulonephritis', 'Acute interstitial nephritis']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> Uric acid crystals -> Tumor lysis",acute renal failure
"A 60-year-old male with a history of poorly controlled gout presents with acute renal failure and anuria. Urinalysis shows muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. Microscopic examination reveals uric acid crystals. What is the most likely underlying cause of his acute renal failure?",Acute urate nephropathy due to gout,"['Rhabdomyolysis', 'Acute tubular necrosis due to NSAIDs', 'Acute urate nephropathy due to gout', 'Glomerulonephritis', 'Acute interstitial nephritis']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> Uric acid crystals -> Gout",acute renal failure
"A 50-year-old male presents to the emergency department with acute renal failure and anuria. Urinalysis reveals muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. Microscopic examination reveals oxalate crystals. Serum studies reveal an elevated osmolar gap. What is the most likely cause of his acute renal failure?",Ethylene glycol toxicity,"['Rhabdomyolysis', 'Acute tubular necrosis due to aminoglycosides', 'Ethylene glycol toxicity', 'Glomerulonephritis', 'Acute interstitial nephritis']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> Oxalate crystals, Osmolar gap -> Ethylene glycol",acute renal failure
"A 75-year-old male with a history of hypertension and coronary artery disease presents to the emergency department with acute renal failure and anuria following a hypotensive episode. Urinalysis reveals muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. What is the most likely cause of his acute renal failure?",Ischemic acute tubular necrosis,"['Aminoglycoside-induced acute tubular necrosis', 'Ischemic acute tubular necrosis', 'Ethylene glycol toxicity', 'Glomerulonephritis', 'Acute interstitial nephritis']",B,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> History, Medication list -> Ischemia",acute renal failure
"A 62-year-old male presents with acute renal failure and anuria. Urinalysis reveals muddy brown casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, and FeNa >1%. After reviewing the patient's history and medication list, it is noted that he recently started a course of gentamicin for a severe infection. What is the most likely cause of his acute renal failure?",Aminoglycoside-induced acute tubular necrosis,"['Aminoglycoside-induced acute tubular necrosis', 'Ischemic acute tubular necrosis', 'Ethylene glycol toxicity', 'Glomerulonephritis', 'Acute interstitial nephritis']",A,"Start of diagnosis -> Anuria -> Urinalysis -> Muddy brown casts, Pigmented casts, Tubular epithelial cell casts, UOsm <350 mOsm/kg, UNa >40 mEq/L, FeNa >1% -> ATN -> History, Medication list -> Toxin/drug",acute renal failure
"A 48-year-old female presents with acute renal failure and anuria. Urinalysis reveals bland sediment with hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Physical exam reveals right flank pain and fever. What is the most likely cause of her acute renal failure?",Pyelonephritis,"['Acute Tubular Necrosis', 'Glomerulonephritis', 'Pre-renal Azotemia', 'Pyelonephritis', 'Post-renal Obstruction']",D,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Positive results -> Pyelonephritis",acute renal failure
"A 35-year-old female presents with acute renal failure, anuria, dysuria, and right flank pain. Urinalysis reveals WBCs and WBC casts, and urine culture is positive. What is the most likely cause of her acute renal failure?",Pyelonephritis,"['Acute Tubular Necrosis', 'Glomerulonephritis', 'Acute Interstitial Nephritis', 'Pyelonephritis', 'Post-renal Obstruction']",D,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Positive results -> Pyelonephritis",acute renal failure
"A 28-year-old male presents with acute renal failure and anuria. Urinalysis reveals bland sediment with hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, and FeNa <1%. Initial evaluation does not suggest pre-renal or post-renal causes. What other cause could it be?",Acute Interstitial Nephritis,"['Acute Tubular Necrosis', 'Glomerulonephritis', 'Acute Interstitial Nephritis', 'Pre-renal Azotemia', 'Post-renal Obstruction']",C,"Start of diagnosis -> Anuria -> Urinalysis -> Bland or hyaline casts, UOsm >500 mOsm/kg, UNa <20 mEq/L, FeNa <1% -> Negative results -> AIN",acute renal failure
"A 52-year-old male with a recent history of starting a new medication presents with acute renal failure and anuria. Urinalysis reveals WBCs and WBC casts, but urine culture is negative. What is the most likely cause of his acute renal failure?",Acute Interstitial Nephritis,"['Acute Tubular Necrosis', 'Glomerulonephritis', 'Acute Interstitial Nephritis', 'Pre-renal Azotemia', 'Post-renal Obstruction']",C,"Start of diagnosis -> Anuria -> Urinalysis -> WBCC, WBC casts -> Urine culture -> Negative results -> AIN",acute renal failure
"A 40-year-old male presents with acute renal failure and anuria. Urinalysis reveals dysmorphic RBCs, RBC casts, and proteinuria. What is the most likely diagnosis?",Rapidly progressive glomerulonephritis,"['Acute Tubular Necrosis', 'Glomerulonephritis', 'Acute Interstitial Nephritis', 'Pre-renal Azotemia', 'Rapidly progressive glomerulonephritis']",E,"Start of diagnosis -> Anuria -> Urinalysis -> Dysmorphic RBCs, RBC cysts, + proteinuria -> Continuation from page 357 -> Dysmorphic RBCs, RBC casts, + proteinuria -> Serologies, Renal biopsy -> RPGN",acute renal failure
"A 30-year-old male presents to the emergency department expressing suicidal ideation but denies any specific plan or intent. He reports feeling overwhelmed by recent job loss and relationship issues. He denies any history of psychiatric illness or previous suicide attempts. After establishing initial rapport, what is the MOST appropriate next step in evaluating this patient's risk?","Assess the availability of social support and the involvement of family/friends for supervision, along with the accessibility of the treating physician.","['Initiate involuntary hospitalization due to the presence of suicidal ideation.', 'Prescribe a selective serotonin reuptake inhibitor (SSRI) for potential underlying depression.', 'Form a no-suicide contract and schedule a follow-up appointment for the next day.', 'Assess the availability of social support and the involvement of family/friends for supervision, along with the accessibility of the treating physician.', 'Perform a thorough physical examination and order comprehensive laboratory studies to rule out underlying medical conditions.']",D,"SUICIDAL PATIENT -> Assess presence of a psychiatric disorder -> Assess presence of psychosocial factors that place patient at increased risk of suicide -> Evaluate suicidal ideation and mental status -> Trusting therapeutic relationship not established -> Patient able to control behavior and not act on impulse -> Assess: Social support, Involvement of family and friends for supervision, Availability of physician",suicidal patient
A 25-year-old female presents to the emergency room stating she wants to end her life. She has a history of bipolar disorder and reports recent non-compliance with her medication. She expresses having a detailed plan to overdose on pills and has access to them. She is agitated and unable to maintain focus. What is the MOST appropriate next step in the management of this patient?,Consider immediate psychiatric consultation and hospitalization.,"['Initiate a no-suicide contract and schedule an outpatient appointment.', 'Administer a dose of lorazepam to manage her agitation.', 'Contact her family members to provide support and supervision at home.', 'Consider immediate psychiatric consultation and hospitalization.', 'Prescribe a new mood stabilizer and discharge her with close follow-up.']",D,SUICIDAL PATIENT -> Assess presence of a psychiatric disorder -> Assess presence of psychosocial factors that place patient at increased risk of suicide -> Evaluate suicidal ideation and mental status -> Trusting therapeutic relationship not established -> Patient not able to control behavior -> Consider immediate hospitalization if patient has serious suicidal intent,suicidal patient
