question,answer,options,correct_option,path,condition
"A 58-year-old woman with a history of atrial fibrillation is admitted to the hospital due to a sudden onset of right leg pain and coldness. An angiogram confirms acute thromboembolism. After initial evaluation, what is the MOST appropriate next step in managing her acute anticoagulation?","Initiate a heparin infusion with a bolus dose, followed by continuous infusion, adjusting the dose to maintain the PTT within the target range.","[""'Begin subcutaneous injections of low molecular weight heparin (LMWH) without monitoring PTT.'"", ""'Immediately start thrombolytic therapy with TPA due to the acute limb ischemia.'"", ""'Prescribe oral anticoagulant (e.g."", ""Warfarin) and discharge the patient.'"", ""'Administer a loading dose of warfarin to achieve rapid anticoagulation.'"", ""'Initiate a heparin infusion with a bolus dose"", 'followed by continuous infusion', ""adjusting the dose to maintain the PTT within the target range.'""]",A,"Patient with ACUTE ANTICOAGULATION Suspected -> Diagnostic tests -> Initiate Heparin -> Heparin Bolus 60-80 U/kg Heparin Infusion 18 U/kg/hr Target PTT 60-90 sec or 1.5-2.5× Normal Value Obtain PTT in 6 hr Repeat q6h for first 24 hr, then once daily -> Recheck PTT 6 hr after dose change until 2 consecutive in range Once stable, monitor PTT and CBC daily, platelet count every 3-4 days -> Long-term anticoagulation needed -> Continue UH or Change to LMWH (e.g., Enoxaparin 1 U/kg SC q12h)",acute anticoagulation
"A 58-year-old woman with a history of recent hip replacement presents to the emergency department with sudden onset shortness of breath and chest pain, leading to suspicion of acute pulmonary embolism requiring immediate anticoagulation. Which of the following is the MOST appropriate initial step in managing this patient?","Assess the patient for contraindications to heparin, such as active bleeding or recent surgery.","['Initiate thrombolytic therapy immediately without further evaluation.', 'Administer a loading dose of warfarin.', 'Obtain a ventilation-perfusion scan before starting any treatment.', 'Assess the patient for contraindications to heparin, such as active bleeding or recent surgery.', 'Start low molecular weight heparin (LMWH) at a standard dose.']",D,"Patient with ACUTE ANTICOAGULATION Suspected -> Evaluate for contraindications to heparin -> Discontinue All Other Anticoagulant Drugs and Initiate Heparin or Consider Thrombolytic Therapy if Massive PE Obtain baseline PTT, PT/INR, CBC, platelet count, patient weight",acute anticoagulation
"A 58-year-old woman with a history of deep vein thrombosis presents to the emergency department with acute onset shortness of breath and chest pain. A CT angiogram confirms a pulmonary embolism. She has no known allergies, but has a history of recent gastrointestinal bleeding. After initial assessment and confirmation of the diagnosis, which of the following is the MOST appropriate next step in management?",Consider placement of an inferior vena cava (IVC) filter.,"['Initiate heparin therapy immediately.', 'Administer thrombolytic therapy with TPA.', 'Start warfarin with a loading dose.', 'Consider placement of an inferior vena cava (IVC) filter.', 'Begin enoxaparin subcutaneously.']",D,"Patient with ACUTE ANTICOAGULATION Suspected -> Evaluate for contraindications to heparin -> If PE, consider IVC filter after diagnosis confirmed",acute anticoagulation
"A 55-year-old woman with a history of deep vein thrombosis presents to the emergency department with acute shortness of breath and chest pain. After initial assessment, acute anticoagulation is deemed necessary. Which of the following factors would suggest that she is NOT appropriate for outpatient management?",Significant hemodynamic instability.,"[""'Significant hemodynamic instability.'"", ""'Good insurance coverage.'"", ""'Ability to self-administer medication.'"", ""'Proximity to a monitoring clinic.'"", ""'Stable home environment.'""]",A,Patient with ACUTE ANTICOAGULATION Suspected -> Evaluate for outpatient management -> Not appropriate for outpatient management,acute anticoagulation
"A 55-year-old male presents to the emergency department with acute shortness of breath and chest pain. A pulmonary embolism is suspected, and the decision is made to initiate anticoagulation. He is hemodynamically stable, has good renal function, and is deemed suitable for outpatient management. Which of the following is the MOST appropriate initial anticoagulation strategy for this patient?","Initiate LMWH (e.g., Enoxaparin 1 mg/kg SC q12h) and arrange for outpatient follow-up.","[""'Administer aspirin and clopidogrel"", ""'Administer a weight-based bolus of intravenous heparin followed by a continuous infusion"", ""targeting a PTT of 2-3 times the control.'"", ""'Prescribe oral warfarin with a loading dose to rapidly achieve a therapeutic INR.'"", ""'Start intravenous unfractionated heparin and admit to the hospital for monitoring.'"", ""as these are effective for acute thromboembolic events.'"", ""'Initiate LMWH (e.g."", ""Enoxaparin 1 mg/kg SC q12h) and arrange for outpatient follow-up.'""]",A,"Patient with ACUTE ANTICOAGULATION Suspected -> Evaluate for outpatient management -> Initiate LMWH, (e.g., Enoxaparin 1 U/kg SC q12h)",acute anticoagulation
"A 55-year-old patient with a serum potassium level of 3.2 mmol/L presents with muscle weakness and fatigue. Initial assessment reveals no immediately life-threatening ECG changes. After confirming hypokalemia, what is the next most appropriate step in determining the etiology of the patient's low potassium level, assuming it is not obvious from the patient's history?",Assess the patient's urine potassium level to differentiate between renal and non-renal potassium loss.,"['Administer intravenous potassium chloride immediately', 'Check the patient's magnesium level', 'Assess the patient's urine potassium level to differentiate between renal and non-renal potassium loss.', 'Order a complete blood count to rule out pseudohypokalemia', 'Measure the transtubular potassium gradient (TTKG)']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> GI K+ loss,hypokalemia
"A 55-year-old patient with a history of chronic diarrhea presents with a serum potassium level of 3.0 mmol/L. Initial assessment reveals no immediate life-threatening symptoms. Further lab results show urine K+ >15 mmol/day, TTKG >4, low blood pressure, and metabolic acidosis. What is the most likely cause of this patient's hypokalemia?",Gastrointestinal potassium loss,"['Renal tubular acidosis', 'Primary hyperaldosteronism', 'Magnesium deficiency', 'Gastrointestinal potassium loss', 'Medication side effect (diuretics)']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> GI K+ loss,hypokalemia
"A 45-year-old male presents to the clinic with complaints of muscle weakness and fatigue. His serum potassium level is found to be 3.2 mmol/L. After assessing for any immediate life-threatening conditions, what is the next appropriate step to determine the etiology of his hypokalemia, assuming he denies diuretic use or diarrhea?",Check urine potassium level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium chloride immediately.', 'Order an ECG to assess for cardiac arrhythmias.', 'Check urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Measure serum magnesium levels.', 'Prescribe a potassium-sparing diuretic.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Normal -> Profuse sweating,hypokalemia
"A 45-year-old marathon runner presents to the clinic with muscle weakness and fatigue after a long race. His serum potassium is 3.2 mmol/L. His ECG shows flattened T waves. What is the next step in determining the cause of his hypokalemia, assuming there are no immediate life-threatening conditions?",Check urine potassium levels to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium immediately.', 'Check urine potassium levels to differentiate between renal and extrarenal potassium loss.', 'Order a complete blood count to rule out pseudohypokalemia.', 'Measure plasma renin and aldosterone levels.', 'Start the patient on a potassium-sparing diuretic.']",B,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Profuse sweating,hypokalemia
"A 55-year-old woman with a history of hypertension is evaluated for persistent hypokalemia (K+ 3.2 mmol/L). She denies vomiting, diarrhea, or diuretic use. Her blood pressure is normal. Initial labs reveal normal kidney function and a normal magnesium level. What is the next step in determining the etiology of her hypokalemia, assuming there is no evidence of an emergency?",Check Urine K+ level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium chloride to correct the hypokalemia.', 'Prescribe a potassium-sparing diuretic to reduce potassium loss.', 'Check Urine K+ level to differentiate between renal and extrarenal potassium loss.', 'Measure plasma renin and aldosterone levels to evaluate for hyperaldosteronism.', 'Obtain an ECG to assess for cardiac abnormalities related to hypokalemia.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Remote diuretic use,hypokalemia
A 55-year-old woman with a history of hypertension and recent diuretic use presents with muscle weakness and a serum potassium level of 3.2 mmol/L. Her urine potassium is 25 mmol/g creatinine. What is the most likely underlying cause of her hypokalemia?,Remote diuretic use,"['Increased potassium intake', 'Magnesium deficiency', 'Primary hyperaldosteronism', 'Remote diuretic use', 'Renal tubular acidosis']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Remote diuretic use,hypokalemia
"A 54-year-old woman with a history of chronic vomiting presents with muscle weakness and fatigue. Her serum potassium is 2.8 mmol/L. A spot urine potassium is ordered and results are pending. What would be the MOST suggestive urine potassium value, in the setting of metabolic alkalosis, that points towards remote vomiting as the cause of her hypokalemia?",Urine K+ <15 mmol/day,"['Urine K+ >40 mmol/day', 'Urine K+ between 20-30 mmol/day', 'Urine K+ <15 mmol/day', 'Urine K+ around 3.5 mmol/day', 'Urine K+ between 30-40 mmol/day']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Remote vomiting or stomach drainage,hypokalemia
A 55-year-old female with a history of excessive vomiting presents with hypokalemia (K+ <3.5 mmol/L). Her urine K+ is >15 mmol/g Cr. What is the next step to determine the cause of her hypokalemia?,Calculate the transtubular potassium gradient (TTKG).,"[""'Calculate the transtubular potassium gradient (TTKG).'"", ""'Measure serum magnesium levels.'"", ""'Order a plasma renin and aldosterone level.'"", ""'Administer intravenous potassium immediately.'"", ""'Check her medication list for potassium-wasting diuretics.'""]",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Remote vomiting or stomach drainage,hypokalemia
"A 55-year-old male with a history of chronic alcohol use presents to the emergency department with generalized weakness and muscle cramps. His serum potassium is 2.8 mmol/L. After addressing any immediate life-threatening concerns, what is the next step to determine the etiology of his hypokalemia?",Check the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium chloride immediately.', 'Order an ECG to assess for cardiac arrhythmias.', 'Check the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Obtain a detailed dietary history.', 'Measure serum magnesium levels.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Variable -> Nonreabsorbable anions other than HCO3- -> Hippurate,hypokalemia
"A 55-year-old male with a history of alcohol abuse is admitted to the hospital with hypokalemia (K+ 3.0 mmol/L). Initial evaluation reveals a urine K+ of 20 mmol/day and a TTKG of 5. His blood pressure is normal, and he does not appear volume depleted. What is the most likely underlying cause of his hypokalemia?",Nonreabsorbable anions other than HCO3-,"['Diarrhea', 'Vomiting', 'Licorice ingestion', 'Nonreabsorbable anions other than HCO3-', 'Inadequate potassium intake']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Variable -> Nonreabsorbable anions other than HCO3- -> Hippurate,hypokalemia
"A 55-year-old male presents with hypokalemia (K+ < 3.5 mmol/L). After determining there's no immediate emergency, you measure his urine K+ and find it to be <15 mmol/day. Further investigation reveals variable acid-base status. Considering this presentation, which of the following is the most likely cause of his hypokalemia?","Nonreabsorbable anions other than HCO3- (e.g., penicillin)","['Excessive licorice consumption', 'Primary hyperaldosteronism', 'Renal tubular acidosis', 'Nonreabsorbable anions other than HCO3- (e.g., penicillin)', 'Magnesium deficiency']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Variable -> Nonreabsorbable anions other than HCO3- -> Penicillin,hypokalemia
A 55-year-old male with a history of recurrent pneumonia is admitted to the hospital. His serum potassium is 3.0 mmol/L. A urine potassium level is found to be >15 mmol/g creatinine. His TTKG is 5. His blood pressure is normal. What could be causing his hypokalemia?,"Nonreabsorbable anions other than HCO3- (e.g., penicillin)","['Magnesium deficiency', 'Inadequate potassium intake', 'Excessive sweating', 'Nonreabsorbable anions other than HCO3- (e.g., penicillin)', 'Diarrhea']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Variable -> Nonreabsorbable anions other than HCO3- -> Penicillin,hypokalemia
A 55-year-old woman with a history of chronic diarrhea presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Initial evaluation reveals no ECG changes. What is the next step in determining the cause of her hypokalemia?,Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium immediately due to the patient's symptoms.', 'Order plasma renin and aldosterone levels.', 'Check the patient's magnesium level and correct if low.', 'Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Perform a muscle biopsy to rule out muscle disorders.']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> RTA type 1,hypokalemia
"A 54-year-old patient with a history of hypertension and diuretic use presents with muscle weakness and fatigue. His serum potassium is 3.0 mmol/L. A 24-hour urine potassium test reveals a potassium excretion of 50 mmol/day. What is the most likely underlying cause of his hypokalemia if his TTKG is 5, blood pressure is normal, and ABG shows metabolic acidosis?",Renal tubular acidosis type 1,"['Renal tubular acidosis type 1', 'Gitelman syndrome', 'Bartter syndrome', 'Primary hyperaldosteronism', 'Magnesium deficiency']",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> RTA type 1,hypokalemia
"A 55-year-old male presents with muscle weakness and fatigue. His serum potassium level is 3.0 mmol/L (normal: 3.5-5.0 mmol/L). After addressing any immediate life-threatening conditions, what is the next step to determine the underlying cause of his hypokalemia, assuming he has no obvious cause of hypokalemia based on history and physical exam?",Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium chloride immediately.', 'Check the patient's magnesium level.', 'Obtain an ECG to assess for cardiac arrhythmias.', 'Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Start the patient on a high-potassium diet.']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> RTA type 2,hypokalemia
"A 55-year-old female with a history of hypertension presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. A spot urine potassium is obtained and is 25 mmol/L, with a urine creatinine of 100 mg/dL. What is the most likely underlying cause of her hypokalemia if her TTKG is 5 and she has metabolic acidosis with normal blood pressure?",Renal tubular acidosis type 2,"['Primary hyperaldosteronism', 'Gitelman syndrome', 'Bartter syndrome', 'Renal tubular acidosis type 2', 'Magnesium deficiency']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> RTA type 2,hypokalemia
"A 55-year-old male with a history of poorly controlled diabetes presents to the emergency department with complaints of nausea, vomiting, and generalized weakness. Initial labs reveal a serum potassium level of 2.8 mmol/L. After addressing immediate concerns, what is the next most appropriate step to further evaluate the cause of his hypokalemia, assuming no life-threatening symptoms are present?",Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.,"['Administer intravenous potassium chloride to rapidly correct the hypokalemia.', 'Order an ECG to assess for cardiac abnormalities related to hypokalemia.', 'Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Immediately check serum magnesium levels as hypomagnesemia can exacerbate hypokalemia.', 'Obtain a detailed dietary history, focusing on potassium intake.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> DKA,hypokalemia
"A 55-year-old male with a history of poorly controlled type 1 diabetes presents to the emergency department with persistent nausea, vomiting, and abdominal pain. Initial labs reveal a serum potassium level of 3.0 mmol/L. Further evaluation reveals a urine K+ >15 mmol/g Cr. What is the next step in determining the etiology of his hypokalemia?",Calculate the transtubular potassium gradient (TTKG).,"['Administer intravenous potassium chloride.', 'Obtain plasma renin and aldosterone levels.', 'Calculate the transtubular potassium gradient (TTKG).', 'Prescribe a potassium-sparing diuretic.', 'Order a magnesium level.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> DKA,hypokalemia
"A 55-year-old patient with a history of chronic diarrhea presents with a serum potassium level of 3.0 mmol/L. Initial assessment reveals no signs of an emergency. A urine potassium test is performed, showing a result of 10 mmol/day. Further analysis indicates metabolic acidosis. Which of the following medications is most likely contributing to the patient's hypokalemia?",Amphotericin B,"['Spironolactone', 'Furosemide', 'Amphotericin B', 'Lisinopril', 'Metoprolol']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> Amphotericin B,hypokalemia
"A 54-year-old patient with a history of chronic diarrhea presents with muscle weakness and a serum potassium level of 2.8 mmol/L. Initial labs show a urine potassium level of 20 mmol/day, a TTKG of 5, low blood pressure, and metabolic acidosis. Which of the following is the MOST likely cause of this patient's hypokalemia?",Amphotericin B use,"[""'Amphotericin B use'"", ""'Licorice ingestion'"", ""'Hyperaldosteronism'"", ""'Insulin therapy'"", ""'Magnesium deficiency'""]",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> Amphotericin B,hypokalemia
A 55-year-old patient with a history of chronic diarrhea presents with a serum potassium level of 3.0 mmol/L. Initial assessment reveals no signs of cardiac abnormalities or muscle weakness. Urine potassium level is <15 mmol/day. Further evaluation reveals metabolic acidosis. Which of the following medications is most appropriate to manage this patient's hypokalemia?,Acetazolamide,"['Spironolactone', 'Furosemide', 'Amiloride', 'Acetazolamide', 'Intravenous potassium chloride']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> Acetazolamide,hypokalemia
"A 55-year-old female with a history of hypertension presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Urine K+ is >15 mmol/g Cr, TTKG >4, normal blood pressure, and metabolic acidosis. Which of the following is the MOST appropriate treatment?",Acetazolamide,"['Spironolactone', 'Furosemide', 'Acetazolamide', 'Amiloride', 'Triamterene']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> Acetazolamide,hypokalemia
"A 55-year-old female with a history of hypertension presents to the emergency department with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Initial labs reveal metabolic alkalosis. A urine chloride level is found to be >20 mmol/L. Further testing reveals a Urine Ca/Cr molar ratio >0.20. Based on this information, what is the most likely cause of her hypokalemia?",Loop diuretic use,"['Excessive sweating', 'Magnesium deficiency', 'Increased aldosterone', 'Loop diuretic use', 'Potassium deficient diet']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr >0.20 -> Loop diuretic,hypokalemia
"A 58-year-old woman with a history of hypertension and recent diuretic use presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Urine K+ is elevated (>15 mmol/day), TTKG is >4, blood pressure is normal, and she has metabolic alkalosis. Urine chloride is >20 mmol/L, and urine calcium/creatinine molar ratio is 0.25. What is the most likely cause of her hypokalemia?",Loop diuretic use,"[""'Loop diuretic use'"", ""'Gitelman syndrome'"", ""'Bartter syndrome'"", ""'Thiazide diuretic use'"", ""'Primary hyperaldosteronism'""]",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr >0.20 -> Loop diuretic,hypokalemia
"A 25-year-old woman with a history of recurrent kidney stones and muscle weakness presents to the clinic with a serum potassium level of 2.8 mmol/L. Her blood pressure is normal, and she reports occasional episodes of vomiting. Initial labs reveal metabolic alkalosis. Urine chloride is >20 mmol/L. What condition is most likely, considering her urine calcium/creatinine molar ratio is found to be 0.25?",Bartter's syndrome,"['Gitelman syndrome', 'Primary hyperaldosteronism', 'Diuretic abuse', 'Bartter's syndrome', 'Hypomagnesemia']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr >0.20 -> Bartter's syndrome,hypokalemia
A 25-year-old woman with a history of chronic metabolic alkalosis and normal blood pressure presents with hypokalemia (K+ 2.8 mmol/L). Her urine chloride is >20 mmol/L and urine calcium/creatinine molar ratio is >0.20. What is the most likely underlying cause of her hypokalemia?,Bartter's syndrome,"['Gitelman syndrome', 'Primary hyperaldosteronism', 'Licorice ingestion', 'Bartter's syndrome', 'Diuretic abuse']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr >0.20 -> Bartter's syndrome,hypokalemia
"A 58-year-old woman with a history of hypertension is found to have a serum potassium level of 3.2 mmol/L during a routine checkup. She reports no recent changes in her diet or medications, but mentions occasional use of antacids for mild heartburn. Her blood pressure is well-controlled with a single medication. Initial labs reveal a metabolic alkalosis. Urine chloride is >20 mmol/L, and Urine Ca/Cr (molar ratio) <0.15. What is the most likely cause of her hypokalemia?",Thiazide diuretic use,"['Primary hyperaldosteronism', 'Excessive licorice consumption', 'Renal tubular acidosis', 'Thiazide diuretic use', 'Magnesium deficiency']",D,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr <0.15 -> Thiazide diuretic,hypokalemia
A 55-year-old female with a history of hypertension presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Urine K+ is >15 mmol/g Cr. TTKG >4. Blood pressure is normal. ABG reveals metabolic alkalosis. Urine Cl- is 30 mmol/L. Urine Ca/Cr molar ratio is 0.1. Which of the following is the MOST likely underlying cause of her hypokalemia?,Thiazide diuretic use,"['Thiazide diuretic use', 'Primary hyperaldosteronism', 'Bartter syndrome', 'Gitelman syndrome', 'Magnesium deficiency']",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Check Urine Cl- (mmol/L) -> Urine Cl- >20 -> Check Urine Ca/Cr (molar ratio) -> Urine Ca/Cr <0.15 -> Thiazide diuretic,hypokalemia
