question,answer,options,correct_option,path,condition
A 58-year-old male presents to your clinic complaining of a rhythmic pulsing sound in his right ear that is synchronous with his heartbeat. Physical examination reveals a bruit upon auscultation of the right external canal. Which of the following is the MOST appropriate next step in the management of this patient?,Refer the patient to ENT for further evaluation and management.,"['Administer a course of oral antibiotics.', 'Prescribe a low-dose aspirin regimen.', 'Initiate treatment with benzodiazepines.', 'Order an immediate MRI of the brain to rule out vascular abnormalities.', 'Refer the patient to ENT for further evaluation and management.']",E,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Pulsatile -> Benzodiazepines -> ENT referral",tinnitus
A 45-year-old male reports a worsening tinnitus that seems to be amplified with external noise and is intermittent. Auscultation of the external canal reveals a sound synchronous with the tinnitus. What is the most appropriate next step in management?,Initiate benzodiazepines and refer to ENT,"['Order a high-resolution CT of the temporal bones', 'Prescribe a hearing aid and schedule a follow-up audiology appointment', 'Initiate benzodiazepines and refer to ENT', 'Perform electromyography (EMG) of the palatal muscles', 'Recommend division of the stapedius muscle and tensor tympani tendons']",C,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Worsens with external noise -> Stapedial muscle spasm -> Benzodiazepines -> ENT referral",tinnitus
"A 55-year-old male reports a clicking sound in his ear that is also perceived by his physician during examination. After auscultating the external canal, carotids, and skull, the physician suspects objective tinnitus. What is the MOST appropriate next step in evaluating the cause of this patient's tinnitus?",Perform electromyography (EMG) of the palatal muscles.,"['Order a CT scan of the temporal bones.', 'Prescribe a course of oral steroids.', 'Refer the patient for a psychiatric evaluation.', 'Initiate treatment with intravenous antibiotics.', 'Perform electromyography (EMG) of the palatal muscles.']",E,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Clicking -> EMG of palatal muscles -> Palatal myoclonus -> Benzodiazepines -> ENT referral",tinnitus
"A 55-year-old male reports a pulsatile tinnitus in his left ear, synchronous with his heartbeat. Auscultation reveals a bruit near the ear. After initial treatment with benzodiazepines, the symptom persists. Which of the following is the MOST appropriate next step in management?",Consider surgery or botulinum injection,"['Repeat audiological evaluation', 'Increase the dose of benzodiazepines', 'Consider surgery or botulinum injection', 'Initiate a trial of ginkgo biloba', 'Prescribe a course of oral steroids']",C,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Pulsatile -> Benzodiazepines -> If no relief, consider surgery or botulinum injection",tinnitus
"A 45-year-old patient presents with tinnitus that worsens with external noise. Examination reveals no obvious cause, and initial treatments are ineffective. Considering the possibility of stapedial muscle spasm, what is the next appropriate step in management if benzodiazepines fail to provide relief?",Consider surgery or botulinum toxin injection.,"['Continue benzodiazepines long-term.', 'Prescribe a hearing aid.', 'Refer for psychological counseling.', 'Consider surgery or botulinum toxin injection.', 'Increase the dosage of current medications.']",D,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Worsens with external noise -> Stapedial muscle spasm -> Benzodiazepines -> If no relief, consider surgery or botulinum injection",tinnitus
"A 45-year-old woman presents with clicking tinnitus localized to her left ear. Auscultation reveals a distinct clicking sound. EMG of palatal muscles confirms palatal myoclonus. After benzodiazepines provide no relief, what is the most appropriate next step in management?",Consider surgery or botulinum injection.,"['Hearing aids', 'MRI of the brain', 'Consider surgery or botulinum injection.', 'Division of the stapedius muscle and tensor tympani tendons', 'Carotid angiography']",C,"Patient with TINNITUS -> Consider: Blood pressure, Cerumen impaction, Perforated tympanic membrane, Otitis media -> Localization of tinnitus -> Localized tinnitus -> Auscultate external canal, carotids, skull -> Bruit or sound noted on examination -> Objective tinnitus -> Clicking -> EMG of palatal muscles -> Palatal myoclonus -> Benzodiazepines -> If no relief, consider surgery or botulinum injection",tinnitus
"A 30-year-old man is planning a trip to rural Southeast Asia for several months. Besides ensuring he's up-to-date on routine vaccinations, what specific precautions should he take regarding food and water to minimize his risk of contracting malaria and other infections?","He should consume only cooked food and bottled water, and practice strict hand hygiene.","['He should only worry about vaccinations and not worry about food and water precautions', 'He should consume only cooked food and bottled water, and practice strict hand hygiene.', 'He should consume food and water from street vendors only if they look clean', 'He should drink tap water only if it has been boiled for at least 1 minute', 'He should avoid all dairy products while traveling']",B,"Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Malaria -> Cooked food, Bottled water, Hand hygiene",foreign travel immunizations and infections
A 30-year-old man is planning a trip to Southeast Asia. He is concerned about traveler's diarrhea. What precautions should he take regarding food and water to minimize his risk?,"Consume only bottled beverages, use bottled water for ice cubes and brushing teeth, avoid uncooked food and food from street vendors, and practice strict hand hygiene.","['Take a daily probiotic supplement', 'Eat only at well-established restaurants', 'Consume only bottled beverages, use bottled water for ice cubes and brushing teeth, avoid uncooked food and food from street vendors, and practice strict hand hygiene.', 'Receive a prophylactic dose of antibiotics before departure', 'Drink only tap water that has been boiled for at least 1 minute']",C,"Decision tree for travelers to foreign areas -> Precautions to take before traveling -> Diarrhea -> Cooked food, Bottled water, Hand hygiene",foreign travel immunizations and infections
A 5-year-old child is pulled from a backyard swimming pool after being submerged for an unknown amount of time. The child is awake but appears sleepy and groggy. Emergency Medical Services (EMS) is on the scene. Which of the following represents the MOST appropriate next step in the management of this patient?,"Transport the patient with supplemental oxygen to the nearest emergency department, maintaining C-spine precautions.","['Perform an immediate chest X-ray to assess for pulmonary edema.', 'Administer a dose of intravenous antibiotics to prevent secondary infection.', 'Discharge the patient to home with instructions to monitor for respiratory distress.', 'Monitor vital signs and oxygen saturation, and transport only if symptoms worsen.', 'Transport the patient with supplemental oxygen to the nearest emergency department, maintaining C-spine precautions.']",E,"Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Hypoxia -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Normothermia, Continue ACLS, Treat: Acidosis, Bronchospasm -> Discharge home only if patient has been asymptomatic from scene through transport and ED",submersion
"A 4-year-old child is pulled from a swimming pool after being submerged for an estimated 2 minutes. Upon arrival in the ED, the child is breathing spontaneously but is drowsy and has a decreased level of consciousness. The child's core temperature is 36°C (96.8°F). What is the MOST appropriate next step in the management of this patient?","Admit the patient to the ED, continue C-spine immobilization, obtain an ECG, and provide supplemental oxygen","['Discharge the patient home after observation', 'Obtain arterial blood gas analysis', 'Administer prophylactic antibiotics', 'Perform a head CT scan to rule out traumatic brain injury', 'Admit the patient to the ED, continue C-spine immobilization, obtain an ECG, and provide supplemental oxygen']",E,"Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Apnea without pulse -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Normothermia, Continue ACLS, Treat: Acidosis, Bronchospasm -> Discharge home only if patient has been asymptomatic from scene through transport and ED",submersion
"A 4-year-old child is pulled from a backyard swimming pool after being submerged for an estimated 5 minutes. The child is apneic and pulseless. After intubation and initiation of CPR, the child's core temperature is found to be 33°C. What is the MOST appropriate next step in managing this patient?","Continue CPR, administer ACLS protocols, and implement passive external rewarming.","['Administer a paralytic agent to facilitate ventilation.', 'Administer sodium bicarbonate to correct presumed acidosis.', 'Continue CPR, administer ACLS protocols, and implement passive external rewarming.', 'Immediately transport the patient to the nearest pediatric intensive care unit.', 'Discontinue resuscitation efforts due to the prolonged submersion time and hypothermia.']",C,"Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Apnea without pulse -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> 32°-37° C, Passive external rewarming, Continue ACLS, Treat: Acidosis, Bronchospasm",submersion
"A 2-year-old child is pulled from a cold swimming pool after being submerged for an estimated 5 minutes. The child is unresponsive, apneic, and has a core temperature of 30°C. After intubation and initiation of CPR, what is the MOST appropriate next step in managing this patient?","Active core rewarming and ACLS until temperature >32° C, treat acidosis and bronchospasm.","['Administer broad-spectrum antibiotics', 'Perform immediate tracheostomy', 'Administer a paralytic agent to control shivering', 'Active core rewarming and ACLS until temperature >32° C, treat acidosis and bronchospasm.', 'Start extracorporeal membrane oxygenation (ECMO)']",D,"Victim of SUBMERSION -> Remove from water, Determine core temperature, C-spine immobilization, ECG -> Admit patient to ED -> Apnea without pulse -> Intubate, if not done, Continue CPR, ACLS, Rewarm if hypothermic, C-spine series and chest film -> Hypothermia -> <32° C, Active core rewarming, ACLS until temperature >32° C, Treat: Acidosis, Bronchospasm",submersion
"A 54-year-old woman reports excessive flatulence and abdominal bloating, particularly after consuming dairy products and certain vegetables. Her stools are occasionally loose. After initial dietary adjustments, stool examination reveals the presence of an unidentified pathogen. What is the MOST appropriate next step in managing this patient's flatulence?",Treat based on the identified pathogen.,"['Prescribe a high-fiber bulking agent.', 'Recommend stress reduction therapy.', 'Perform sigmoidoscopy and barium enema.', 'Treat based on the identified pathogen.', 'Continue dietary adjustments, eliminating gas-producing foods.']",D,"Evaluation of a patient with flatulence -> Obtain patient history and perform physical examination. If stools are loose, examine for ova, parasites, leukocytes, and bacterial pathogens. -> Eliminate offending agents such as lactose, legumes, cabbage from the diet -> Abnormal results from stool examination -> Treat based on the identified ova, parasites, leukocytes, or bacterial pathogens",flatulence
"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the clinic with exertional chest pain. His ECG is normal. After history, physical examination, ECG and laboratory testing, his symptoms are refractory to initial medical management and are not amenable to PCI or CABG. Which of the following is the MOST appropriate next step in the management of this patient's stable angina?",Stress test (exercise or pharmacologic? with or without imaging),"['Initiate dual antiplatelet therapy', 'Referral for coronary artery bypass grafting (CABG)', 'Initiate high-intensity statin therapy', 'Stress test (exercise or pharmacologic? with or without imaging)', 'Prescribe sublingual nitroglycerin for immediate relief']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess prognosis -> Refractory symptoms not amenable to PCI or CABG -> Stress test (exercise or pharmacologic? with or without imaging",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents to the clinic with complaints of exertional chest pain. His ECG is normal. After history and physical examination, what is the next step in the management of this patient?",Assess LV function and perform stress testing.,"['Prescribe sublingual nitroglycerin for immediate relief of chest pain.', 'Initiate statin therapy and schedule a follow-up appointment.', 'Refer the patient directly for cardiac catheterization.', 'Assess LV function and perform stress testing.', 'Start the patient on a beta-blocker and monitor blood pressure.']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Stress test (exercise or pharmacologic? with or without imaging",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the clinic complaining of exertional chest pain. He describes the pain as a tightness in his chest that occurs with moderate activity and is relieved by rest. His ECG is normal, and initial lab results show elevated cholesterol levels. After lifestyle modifications and initial pharmacologic therapy, he continues to experience angina symptoms. What is the MOST appropriate next step in evaluating this patient's stable angina?",Assess LV function and perform stress testing.,"['Repeat ECG and laboratory testing.', 'Initiate dual antiplatelet therapy.', 'Refer for immediate coronary angiography.', 'Assess LV function and perform stress testing.', 'Prescribe long-acting nitrates.']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Stress test (exercise or pharmacologic? with or without imaging",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain. An ECG shows no acute changes, and initial lab results, including fasting lipids and glucose, are normal. After history and physical examination, what is the next appropriate step in evaluating this patient's stable angina?",Assess left ventricular (LV) function and perform stress testing,"['Start aspirin therapy', 'Prescribe sublingual nitroglycerin for immediate relief', 'Refer for immediate coronary angiography', 'Initiate a beta-blocker', 'Assess left ventricular (LV) function and perform stress testing']",E,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Stress test (exercise or pharmacologic? with or without imaging",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents to the clinic complaining of exertional chest pain. He describes the pain as a pressure-like sensation that radiates to his left arm and is relieved by rest. His ECG is normal, and laboratory testing reveals elevated LDL cholesterol. After lifestyle modifications, he continues to experience mild angina. What is the MOST appropriate next step in the management of his stable angina?","Initiate pharmacologic therapy with a beta blocker, provided there are no contraindications.","['Prescribe sublingual nitroglycerin for immediate relief of chest pain.', 'Refer the patient for immediate coronary angiography.', 'Initiate pharmacologic therapy with a beta blocker, provided there are no contraindications.', 'Recommend a calcium channel blocker as first-line therapy.', 'Schedule a stress test to confirm the diagnosis of CAD.']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess prognosis -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Refractory -> Reassess symptoms",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain, diagnosed as stable angina. Initial management includes lifestyle modifications and pharmacologic therapy. After angiography reveals significant coronary artery disease and the patient is deemed a suitable surgical candidate, what is the next step in management?",Surgical revascularization,"['Medical management optimization', 'Percutaneous coronary intervention (PCI)', 'Surgical revascularization', 'Stress testing', 'Lifestyle modifications']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> SURGICAL REVASCULARIZATION -> Reassess symptoms",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the clinic complaining of exertional chest pain. An ECG reveals no acute changes, and lab results including fasting lipid profile and glucose are pending. After history and physical examination, what is the MOST appropriate next step in the management of this patient?","Initiate pharmacologic therapy with a beta blocker, assuming no contraindications exist, and reassess symptom severity and responsiveness to therapy.","['Obtain a detailed history and physical examination, focusing on symptom severity, risk factors, and LV dysfunction signs.', 'Prescribe sublingual nitroglycerin for immediate relief of chest pain.', 'Refer the patient for immediate cardiac catheterization due to his risk factors.', 'Recommend lifestyle modifications including diet restrictions, exercise, and smoking cessation.', 'Initiate pharmacologic therapy with a beta blocker, assuming no contraindications exist, and reassess symptom severity and responsiveness to therapy.']",E,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Refractory -> Reassess symptoms",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with recurrent episodes of chest pain, described as a squeezing sensation, that occur with moderate exertion and are relieved by rest. His ECG is normal, and initial lab results show elevated LDL cholesterol. After lifestyle modifications, he continues to experience angina. What is the MOST appropriate next step in managing his stable angina?","Initiate pharmacologic therapy, preferably a beta blocker, unless contraindications exist.","['Prescribe sublingual nitroglycerin for immediate relief of chest pain.', 'Refer for immediate coronary angiography.', 'Initiate pharmacologic therapy, preferably a beta blocker, unless contraindications exist.', 'Recommend a calcium channel blocker as initial therapy.', 'Schedule a stress test to confirm the diagnosis of CAD.']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Refractory -> Reassess symptoms",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents to the clinic complaining of exertional chest pain. He describes the pain as a pressure-like sensation that radiates to his left arm and is relieved by rest. His ECG is normal. According to the guidelines for managing stable angina, what is the MOST appropriate next step in evaluating and managing this patient?",Assess left ventricular function and perform stress testing.,"['Prescribe sublingual nitroglycerin for immediate relief of chest pain.', 'Start the patient on a beta-blocker and schedule a follow-up appointment.', 'Refer the patient directly for coronary angiography.', 'Assess left ventricular function and perform stress testing.', 'Initiate aspirin therapy and counsel on lifestyle modifications.']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess prognosis -> Refractory symptoms not amenable to PCI or CABG -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain, diagnosed as stable angina. After initial evaluation including ECG and lab tests, and lifestyle modifications, he continues to experience moderate angina symptoms despite being on aspirin and a statin. What would be the MOST appropriate next step in managing his symptoms, assuming no contraindications?",Initiate pharmacologic therapy with a beta-blocker to manage his persistent angina symptoms.,"['Refer the patient for immediate coronary angiography to assess the extent of coronary artery disease.', 'Prescribe sublingual nitroglycerin for use as needed during angina episodes.', 'Start the patient on a calcium channel blocker instead of a beta-blocker due to concerns about potential bronchospasm.', 'Recommend a high-intensity exercise program to improve his cardiovascular fitness.', 'Initiate pharmacologic therapy with a beta-blocker to manage his persistent angina symptoms.']",E,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess prognosis -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Improved -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain, diagnosed as stable angina. Initial ECG and lab tests (including fasting lipids and glucose) are normal. After lifestyle modifications and pharmacologic therapy, his symptoms persist. What is the next step in management, considering his moderate-to-high probability of coronary artery disease?",Assess LV function and perform stress testing to further evaluate the extent of ischemia and guide intervention.,"['Initiate dual antiplatelet therapy.', 'Prescribe a higher dose of beta-blockers.', 'Assess LV function and perform stress testing to further evaluate the extent of ischemia and guide intervention.', 'Refer for immediate coronary artery bypass grafting (CABG).', 'Order a PET scan to rule out myocardial infarction.']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain, diagnosed as stable angina. After initial assessment and lifestyle modifications, his symptoms persist. Considering pharmacologic therapy, which of the following is generally the preferred initial medication, assuming no contraindications?",A beta blocker,"['A beta blocker', 'A calcium channel blocker', 'A long-acting nitrate', 'Sublingual nitroglycerin', 'Aspirin']",A,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Improved -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain, diagnosed as stable angina. Initial ECG is normal, and lab results show elevated LDL levels. After lifestyle modifications and initial pharmacologic therapy with a beta-blocker, the patient continues to experience persistent symptoms. What is the MOST appropriate next step in managing this patient's stable angina?",Assess LV function and perform stress testing to further risk stratify and guide management.,"['Continue current beta-blocker therapy and monitor symptoms.', 'Immediately refer for coronary angiography due to persistent symptoms.', 'Add a calcium channel blocker to the existing beta-blocker therapy.', 'Assess LV function and perform stress testing to further risk stratify and guide management.', 'Increase the dose of the beta-blocker to the maximum tolerated level.']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with exertional chest pain. After history, physical examination, ECG and laboratory testing, he is diagnosed with stable angina. Initial management includes lifestyle modifications and aspirin. Despite these measures, he continues to experience persistent symptoms. What is the MOST appropriate next step in managing this patient's stable angina?","Initiate pharmacologic therapy with a beta blocker, unless contraindications exist.","['Refer for immediate coronary artery bypass grafting (CABG).', 'Prescribe sublingual nitroglycerin for as-needed use.', 'Initiate pharmacologic therapy with a beta blocker, unless contraindications exist.', 'Order a stress test to confirm the diagnosis.', 'Recommend a high-intensity statin and reassess in 3 months.']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> Mild/moderate severe symptoms -> Pharmacologic Therapy for Symptoms (Beta Blocker (First Line if No Contraindications?, Calcium Agonist (First Line if Vasospasm?, Long-Acting Nitrate, Sublingual Nitroglycerin as Needed -> Improved -> Revascularization for Symptoms/High-Risk PCI",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with new-onset exertional chest pain. After initial evaluation, including history, physical examination, ECG, and lab work, he is found to have a moderate probability of coronary artery disease. His LV function is normal, and he is deemed a surgical candidate if necessary. However, his symptoms persist despite optimal medical therapy. What is the next appropriate step in managing this patient?",Continue management of risk factors,"['Proceed with coronary angiography', 'Optimize medical therapy with additional anti-anginal medications', 'Refer for cardiac rehabilitation', 'Continue management of risk factors', 'Consider alternative therapies such as enhanced external counterpulsation (EECP)']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> None -> Continue management of risk factors",stable angina
"A 58-year-old male presents with exertional chest pain, diagnosed with stable angina. His ECG shows no significant abnormalities, and initial lab tests, including fasting lipids and glucose, are normal. After history, physical examination, ECG and laboratory testing, what is the next appropriate step in managing his stable angina?",Assess LV function and perform stress testing.,"['Initiate beta-blocker therapy immediately.', 'Prescribe sublingual nitroglycerin for immediate relief.', 'Assess LV function and perform stress testing.', 'Refer for immediate coronary angiography.', 'Start a high-intensity statin and monitor lipid levels.']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Assess severity of symptoms -> None -> Continue management of risk factors",stable angina
"A 62-year-old male with a history of hypertension and hyperlipidemia presents to the clinic with exertional chest pain. After initial management with lifestyle modifications and pharmacologic therapy, he continues to experience refractory anginal symptoms despite maximal medical therapy and is not a candidate for PCI or CABG due to the diffuse nature of his coronary artery disease. What is the MOST appropriate next step in managing this patient's stable angina?",Consider alternative therapies such as spinal cord stimulation or enhanced external counterpulsation.,"['Optimize medical therapy with additional anti-anginal medications.', 'Refer the patient for a second opinion regarding PCI or CABG eligibility.', 'Initiate a trial of high-dose opioid therapy for pain management.', 'Consider alternative therapies such as spinal cord stimulation or enhanced external counterpulsation.', 'Enroll the patient in a cardiac rehabilitation program.']",D,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Surgical candidate? -> Refractory symptoms not amenable to PCI or CABG -> Consider other therapies (spinal cord stimulation, external counterpulsation?",stable angina
"A 58-year-old male with a history of hypertension and hyperlipidemia presents with persistent, exertional chest pain despite being on maximal doses of beta-blockers, nitrates, and calcium channel blockers. Angiography reveals severe triple-vessel coronary artery disease that is not amenable to PCI or CABG due to distal vessel disease and prior failed bypass grafts. Left ventricular function is moderately reduced. What is the MOST appropriate next step in management?",Consider alternative therapies such as spinal cord stimulation or enhanced external counterpulsation,"['Increase the dose of beta-blockers', 'Initiate treatment with ranolazine', 'Consider alternative therapies such as spinal cord stimulation or enhanced external counterpulsation', 'Refer for cardiac transplantation', 'Prescribe a short-acting nitrate for breakthrough pain']",C,"Patient with moderate to high probability of coronary artery disease -> History and physical examination -> ECG and laboratory testing (fasting lipids, glucose, suspected exacerbating conditions, e.g., anemia? -> Assess LV function -> Refractory symptoms not amenable to PCI or CABG -> Consider other therapies (spinal cord stimulation, external counterpulsation?",stable angina
"A 54-year-old woman with a history of chronic alcohol abuse is admitted to the hospital with complaints of generalized weakness and muscle cramps. Her serum potassium level is 2.8 mmol/L. After confirming the hypokalemia is not pseudohypokalemia, what is the next step in determining the etiology of her hypokalemia?",Check the patient's urine potassium level to assess renal potassium wasting.,"['Administer intravenous potassium immediately.', 'Check the patient's urine potassium level to assess renal potassium wasting.', 'Measure the transtubular potassium gradient (TTKG).', 'Evaluate the patient for hyperaldosteronism.', 'Start the patient on a high-potassium diet.']",B,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic acidosis -> GI K+ loss,hypokalemia
A 58-year-old male with a history of chronic diarrhea presents to the emergency department with muscle weakness and fatigue. His serum potassium is 2.8 mmol/L. Initial labs show a urine potassium level of 25 mmol/day. What is the next step in determining the etiology of his hypokalemia?,Calculate the transtubular potassium gradient (TTKG).,"['Obtain plasma renin and aldosterone levels.', 'Check serum magnesium levels.', 'Administer intravenous potassium chloride.', 'Obtain a detailed medication history.', 'Calculate the transtubular potassium gradient (TTKG).']",E,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic acidosis -> GI K+ loss,hypokalemia
